Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Label
lepidopterist,lepidopterist.n.01,noun.person,n,an entomologist who specializes in the collection and study of butterflies and moths,[],N
lepidopterologist,lepidopterist.n.01,noun.person,n,an entomologist who specializes in the collection and study of butterflies and moths,[],N
leprechaun,leprechaun.n.01,noun.person,n,a mischievous elf in Irish folklore,[],N
ler,lir.n.01,noun.person,n,the sea personified; father of Manannan; corresponds to Welsh Llyr,[],N
lermontov,lermontov.n.01,noun.person,n,Russian writer (1814-1841),[],N
lerner,lerner.n.01,noun.person,n,United States lyricist who collaborated on musicals with Frederick Loewe (1918-1986),[],N
leroi_jones,baraka.n.01,noun.person,n,United States writer of poems and plays about racial conflict (born in 1934),[],N
leroy_robert_paige,paige.n.01,noun.person,n,United States baseball player; a black pitcher noted for his longevity (1906-1982),[],N
leslie_howard,howard.n.01,noun.person,n,English actor of stage and screen (1893-1943),[],N
leslie_howard_stainer,howard.n.01,noun.person,n,English actor of stage and screen (1893-1943),[],N
leslie_richard_groves,groves.n.01,noun.person,n,United States general who served as military director of the atomic bomb project (1896-1970),[],N
leslie_townes_hope,hope.n.05,noun.person,n,United States comedian (born in England) who appeared in films with Bing Crosby (1903-2003),[],N
lessee,leaseholder.n.01,noun.person,n,a tenant who holds a lease,[],N
lesseps,lesseps.n.01,noun.person,n,French diplomat who supervised the construction of the Suez Canal (1805-1894),[],N
lessing,lessing.n.01,noun.person,n,German playwright and leader of the Enlightenment (1729-1781),[],N
lessing,lessing.n.02,noun.person,n,English author of novels and short stories who grew up in Rhodesia (now Zimbabwe) (born in 1919),[],N
lessor,lessor.n.01,noun.person,n,someone who grants a lease,[],N
lester_willis_young,young.n.05,noun.person,n,United States jazz tenor saxophonist (1909-1959),[],N
letch,satyr.n.01,noun.person,n,man with strong sexual desires,[],M
leto,leto.n.01,noun.person,n,wife or mistress of Zeus and mother of Apollo and Artemis in ancient mythology; called Latona in Roman mythology,[],N
letter,letter.n.03,noun.person,n,owner who lets another person use something (housing usually) for hire,[],N
letter_carrier,mailman.n.01,noun.person,n,a man who delivers the mail,[],M
letter_writer,correspondent.n.01,noun.person,n,someone who communicates by means of letters,[],N
letterer,letterer.n.01,noun.person,n,a painter of letters,[],N
letterman,letterman.n.01,noun.person,n,an athlete who has earned a letter in a school sport,[],N
letters,letter.n.03,noun.person,n,owner who lets another person use something (housing usually) for hire,[],N
leuwenhoek,leuwenhoek.n.01,noun.person,n,Dutch pioneer microscopist who was among the first to recognize cells in animals and who gave the first accurate descriptions of microbes and spermatozoa and blood corpuscles (1632-1723),[],N
lev_davidovich_bronstein,trotsky.n.01,noun.person,n,Russian revolutionary and Communist theorist who helped Lenin and built up the army; he was ousted from the Communist Party by Stalin and eventually assassinated in Mexico (1879-1940),[],N
lev_davidovich_landau,landau.n.01,noun.person,n,Soviet physicist who worked on low temperature physics (1908-1968),[],N
lev_ivanov,ivanov.n.01,noun.person,n,Russian choreographer (1834-1905),[],N
leveler,leveler.n.01,noun.person,n,a radical who advocates the abolition of social distinctions,[],N
leveller,leveler.n.01,noun.person,n,a radical who advocates the abolition of social distinctions,[],N
levi,matthew.n.01,noun.person,n,(New Testament) disciple of Jesus; traditionally considered to be the author of the first Gospel,[],N
levi-lorrain_dwarf,pituitary_dwarf.n.01,noun.person,n,"a dwarf whose condition is caused by a deficiency of growth hormones, rather than by genetic factors (as in the case of the achondroplastic dwarf)",[],N
levi-strauss,levi-strauss.n.01,noun.person,n,French cultural anthropologist who promoted structural analysis of social systems (born in 1908),[],N
leviathan,leviathan.n.01,noun.person,n,the largest or most massive thing of its kind,"['it was a leviathan among redwoods', 'they were assigned the leviathan of textbooks']",N
leviathan,leviathan.n.02,noun.person,n,monstrous sea creature symbolizing evil in the Old Testament,[],N
levis,matthew.n.01,noun.person,n,(New Testament) disciple of Jesus; traditionally considered to be the author of the first Gospel,[],N
levite,levite.n.01,noun.person,n,a member of the Hebrew tribe of Levi (especially the branch that provided male assistants to the temple priests),[],M
lewis,lewis.n.01,noun.person,n,United States rock star singer and pianist (born in 1935),[],N
lewis,lewis.n.02,noun.person,n,United States athlete who won gold medals at the Olympics for his skill in sprinting and jumping (born in 1961),[],N
lewis,lewis.n.03,noun.person,n,United States explorer and soldier who lead led an expedition from St. Louis to the mouth of the Columbia River (1774-1809),[],N
lewis,lewis.n.04,noun.person,n,United States labor leader who was president of the United Mine Workers of America from 1920 to 1960 and president of the Congress of Industrial Organizations from 1935 to 1940 (1880-1969),[],N
lewis,lewis.n.05,noun.person,n,United States novelist who satirized middle-class America in his novel Main Street (1885-1951),[],N
lewis,lewis.n.06,noun.person,n,English critic and novelist; author of theological works and of books for children (1898-1963),[],N
lewis_carroll,carroll.n.01,noun.person,n,English author; Charles Dodgson was an Oxford don of mathematics who is remembered for the children's stories he wrote under the pen name Lewis Carroll (1832-1898),[],N
lewis_henry_morgan,morgan.n.01,noun.person,n,United States anthropologist who studied the Seneca (1818-1881),[],N
lexicographer,lexicographer.n.01,noun.person,n,a compiler or writer of a dictionary; a student of the lexical component of language,[],N
lexicologist,lexicographer.n.01,noun.person,n,a compiler or writer of a dictionary; a student of the lexical component of language,[],N
li_po,li_po.n.01,noun.person,n,Chinese lyric poet (700-762),[],N
liam_o'flaherty,o'flaherty.n.01,noun.person,n,Irish writer of short stories (1896-1984),[],N
liar,liar.n.01,noun.person,n,a person who has lied or who lies repeatedly,[],N
libber,feminist.n.01,noun.person,n,a supporter of feminism,[],N
libby,libby.n.01,noun.person,n,United States chemist who developed a method of radiocarbon dating (1908-1980),[],N
libeler,defamer.n.01,noun.person,n,one who attacks the reputation of another by slander or libel,[],N
liberalist,liberal.n.01,noun.person,n,a person who favors a political philosophy of progress and reform and the protection of civil liberties,[],N
liberator,liberator.n.01,noun.person,n,someone who releases people from captivity or bondage,[],N
libertarian,libertarian.n.01,noun.person,n,an advocate of libertarianism,[],N
libertarian,libertarian.n.02,noun.person,n,someone who believes the doctrine of free will,[],N
libra,libra.n.01,noun.person,n,(astrology) a person who is born while the sun is in Libra,[],N
librarian,librarian.n.01,noun.person,n,a professional person trained in library science and engaged in library services,[],N
librettist,librettist.n.01,noun.person,n,author of words to be set to music in an opera or operetta,[],N
licensed_practical_nurse,licensed_practical_nurse.n.01,noun.person,n,a nurse who has enough training to be licensed by a state to provide routine care for the sick,[],N
licensee,licensee.n.01,noun.person,n,someone to whom a license is granted,[],N
licenser,licenser.n.01,noun.person,n,an official who can issue a license or give authoritative permission (especially one who licenses publications),[],N
licentiate,licentiate.n.01,noun.person,n,holds a license (degree) from a (European) university,[],N
lichtenstein,lichtenstein.n.01,noun.person,n,United States painter who was a leading exponent of pop art (1923-1997),[],N
licinius_lucullus,lucullus.n.01,noun.person,n,Roman general famous for self-indulgence and giving lavish banquets (circa 110-57 BC),[],N
lie,lie.n.02,noun.person,n,Norwegian diplomat who was the first Secretary General of the United Nations (1896-1968),[],N
lie-abed,lie-abed.n.01,noun.person,n,a person who stays in bed until a relatively late hour,[],N
lieder_singer,lieder_singer.n.01,noun.person,n,a singer of lieder,[],N
liege_lord,liege.n.02,noun.person,n,a feudal lord entitled to allegiance and service,[],N
liege_subject,vassal.n.01,noun.person,n,a person holding a fief; a person who owes allegiance and service to a feudal lord,[],N
liegeman,vassal.n.01,noun.person,n,a person holding a fief; a person who owes allegiance and service to a feudal lord,[],N
lieutenant,lieutenant.n.01,noun.person,n,a commissioned military officer,[],N
lieutenant,lieutenant.n.02,noun.person,n,an officer in a police force,[],N
lieutenant,deputy.n.02,noun.person,n,an assistant with power to act when his superior is absent,[],N
lieutenant,lieutenant.n.04,noun.person,n,an officer holding a commissioned rank in the United States Navy or the United States Coast Guard; below lieutenant commander and above lieutenant junior grade,[],N
lieutenant_colonel,lieutenant_colonel.n.01,noun.person,n,a commissioned officer in the United States Army or Air Force or Marines holding a rank above major and below colonel,[],N
lieutenant_commander,lieutenant_commander.n.01,noun.person,n,a commissioned officer in the Navy ranking above a lieutenant and below a commander,[],N
lieutenant_general,lieutenant_general.n.01,noun.person,n,a general officer ranking above a major general and below a full general,[],N
lieutenant_governor,lieutenant_governor.n.01,noun.person,n,an elected official serving as deputy to the governor of a state of the United States,[],N
lieutenant_jg,lieutenant_junior_grade.n.01,noun.person,n,an officer holding a commissioned rank in the United States Navy or United States Coast Guard; below lieutenant and above ensign,[],N
lieutenant_junior_grade,lieutenant_junior_grade.n.01,noun.person,n,an officer holding a commissioned rank in the United States Navy or United States Coast Guard; below lieutenant and above ensign,[],N
life,life.n.08,noun.person,n,a living person,['his heroism saved a life'],N
life_peer,life_peer.n.01,noun.person,n,a British peer whose title lapses at death,[],N
life_principle,vital_principle.n.01,noun.person,n,a hypothetical force to which the functions and qualities peculiar to living things are sometimes ascribed,[],N
life_scientist,biologist.n.01,noun.person,n,(biology) a scientist who studies living organisms,[],N
life_tenant,life_tenant.n.01,noun.person,n,a tenant whose legal right to retain possession of buildings or lands lasts as long as they (or some other person) live,[],N
lifeguard,lifeguard.n.01,noun.person,n,an attendant employed at a beach or pool to protect swimmers from accidents,[],N
lifer,lifer.n.01,noun.person,n,a prisoner serving a term of life imprisonment,[],N
lifesaver,lifeguard.n.01,noun.person,n,an attendant employed at a beach or pool to protect swimmers from accidents,[],N
lifter,weightlifter.n.01,noun.person,n,an athlete who lifts barbells,[],N
lifter,booster.n.03,noun.person,n,a thief who steals goods that are in a store,[],N
liftman,elevator_man.n.01,noun.person,n,a man employed to operate an elevator,['in England they call an elevator man a liftman'],M
light-o'-love,light-o'-love.n.01,noun.person,n,a woman inconstant in love,[],F
light-of-love,light-o'-love.n.01,noun.person,n,a woman inconstant in love,[],F
light_colonel,lieutenant_colonel.n.01,noun.person,n,a commissioned officer in the United States Army or Air Force or Marines holding a rank above major and below colonel,[],N
light_flyweight,light_flyweight.n.01,noun.person,n,an amateur boxer who weighs no more than 106 pounds,[],N
light_heavyweight,light_heavyweight.n.01,noun.person,n,an amateur boxer who weighs no more than 179 pounds,[],N
light_heavyweight,light_heavyweight.n.02,noun.person,n,a wrestler who weighs 192-214 pounds,[],N
light_heavyweight,light_heavyweight.n.03,noun.person,n,a professional boxer who weighs between 169 and 175 pounds,[],N
light_middleweight,light_middleweight.n.01,noun.person,n,an amateur boxer who weighs no more than 156 pounds,[],N
light_welterweight,light_welterweight.n.01,noun.person,n,an amateur boxer who weighs no more than 140 pounds,[],N
lighterman,lighterman.n.01,noun.person,n,someone who operates a barge,[],N
lighthorse_harry_lee,lee.n.06,noun.person,n,soldier of the American Revolution (1756-1818),[],N
lighthouse_keeper,lighthouse_keeper.n.01,noun.person,n,the keeper of a lighthouse,[],N
lightning_hurler,jupiter_fulgur.n.01,noun.person,n,an epithet for Jupiter,[],N
lightning_rod,lightning_rod.n.01,noun.person,n,someone who is a frequent target of negative reactions and serves to distract attention from another,[],N
lilian_alicia_marks,markova.n.01,noun.person,n,English ballet dancer (born in 1910),[],N
lilith,lilith.n.01,noun.person,n,in ancient Semitic folklore: a female demon who attacks children,[],F
liliuokalani,liliuokalani.n.01,noun.person,n,queen of the Hawaiian islands (1838-1917),[],N
lillian_gish,gish.n.01,noun.person,n,United States film actress who appeared in films by D. W. Griffith (1896-1993),[],N
lillian_hellman,hellman.n.01,noun.person,n,United States playwright; her plays were often indictments of injustice (1905-1984),[],N
lillian_russell,russell.n.04,noun.person,n,United States entertainer remembered for her roles in comic operas (1861-1922),[],N
lillie,lillie.n.01,noun.person,n,British actress (born in Canada) (1898-1989),[],N
lillie_langtry,langtry.n.01,noun.person,n,British actress and mistress of the prince who later became Edward VII (1853-1929),[],N
lily_pons,pons.n.01,noun.person,n,United States coloratura soprano (born in France) (1904-1976),[],N
limey,limey.n.01,noun.person,n,a man of English descent,[],M
limner,portraitist.n.01,noun.person,n,a painter or drawer of portraits,[],N
limnologist,limnologist.n.01,noun.person,n,a specialist in the study of freshwater ponds and lakes,[],N
limper,hobbler.n.01,noun.person,n,someone who has a limp and walks with a hobbling gait,[],N
lin,lin.n.01,noun.person,n,United States sculptor and architect whose public works include the memorial to veterans of the Vietnam War in Washington (born in 1959),[],N
lincoln,lincoln.n.01,noun.person,n,16th President of the United States; saved the Union during the American Civil War and emancipated the slaves; was assassinated by Booth (1809-1865),[],N
lincoln_steffens,steffens.n.01,noun.person,n,United States journalist whose exposes in 1906 started an era of muckraking journalism (1866-1936),[],N
lind,lind.n.01,noun.person,n,Swedish soprano who toured the United States under the management of P. T. Barnum (1820-1887),[],N
lindbergh,lindbergh.n.01,noun.person,n,United States aviator who in 1927 made the first solo nonstop flight across the Atlantic Ocean (1902-1974),[],N
lindsay,lindsay.n.01,noun.person,n,United States playwright who collaborated with Russel Crouse on several musicals (1889-1931),[],N
lindsay,lindsay.n.02,noun.person,n,United States poet who traveled the country trading his poems for room and board (1879-1931),[],N
line-shooter,bragger.n.01,noun.person,n,a very boastful and talkative person,[],N
line_backer,linebacker.n.01,noun.person,n,a defensive football player who takes a position close behind the linemen,[],N
line_coach,line_coach.n.01,noun.person,n,an assistant football coach in charge of the linemen,[],N
line_judge,line_judge.n.01,noun.person,n,football official who assists the referee by keeping track of the official time during the game,[],N
line_officer,line_officer.n.01,noun.person,n,a commissioned officer with combat units (not a staff officer or a supply officer),[],N
line_worker,line_worker.n.01,noun.person,n,an employee who works on an assembly line,[],N
linebacker,linebacker.n.01,noun.person,n,a defensive football player who takes a position close behind the linemen,[],N
lineman,lineman.n.01,noun.person,n,one of the players on the line of scrimmage,[],N
lineman,lineman.n.02,noun.person,n,the surveyor who marks positions with a range pole,[],N
lineman,electrician.n.01,noun.person,n,a person who installs or repairs electrical or telephone lines,[],N
linemen,lineman.n.01,noun.person,n,one of the players on the line of scrimmage,[],N
linemen,lineman.n.02,noun.person,n,the surveyor who marks positions with a range pole,[],N
linemen,electrician.n.01,noun.person,n,a person who installs or repairs electrical or telephone lines,[],N
linendraper,linendraper.n.01,noun.person,n,a retail dealer in yard goods,[],N
linesman,linesman.n.01,noun.person,n,"official (in tennis, soccer, football, etc.) who assists the referee in some way (especially by watching for out of bounds or offside)",[],N
linesman,electrician.n.01,noun.person,n,a person who installs or repairs electrical or telephone lines,[],N
ling-pao,ling-pao.n.01,noun.person,n,a member of the Taoist Trinity,[],N
lingerer,loiterer.n.01,noun.person,n,someone who lingers aimlessly in or about a place,[],N
linguist,linguist.n.01,noun.person,n,a specialist in linguistics,[],N
linguist,linguist.n.02,noun.person,n,a person who speaks more than one language,[],N
linguistic_scientist,linguist.n.01,noun.person,n,a specialist in linguistics,[],N
linkboy,linkboy.n.01,noun.person,n,(formerly) an attendant hired to carry a torch for pedestrians in dark streets,[],N
linkman,linkboy.n.01,noun.person,n,(formerly) an attendant hired to carry a torch for pedestrians in dark streets,[],N
linksman,golfer.n.01,noun.person,n,someone who plays the game of golf,[],N
linnaeus,linnaeus.n.01,noun.person,n,Swedish botanist who proposed the modern system of biological nomenclature (1707-1778),[],N
linus_carl_pauling,pauling.n.01,noun.person,n,United States chemist who studied the nature of chemical bonding (1901-1994),[],N
linus_pauling,pauling.n.01,noun.person,n,United States chemist who studied the nature of chemical bonding (1901-1994),[],N
lion,lion.n.02,noun.person,n,a celebrity who is lionized (much sought after),[],N
lion,leo.n.01,noun.person,n,(astrology) a person who is born while the sun is in Leo,[],N
lion-hunter,lion-hunter.n.01,noun.person,n,someone who tries to attract social lions as guests,[],N
lion-hunter,lion-hunter.n.02,noun.person,n,someone who hunts lions,[],N
lionel_barrymore,barrymore.n.03,noun.person,n,United States actor; son of Maurice Barrymore and Georgiana Barrymore (1878-1954),[],N
lionel_hampton,hampton.n.01,noun.person,n,United States musician who was the first to use the vibraphone as a jazz instrument (1913-2002),[],N
lionel_trilling,trilling.n.01,noun.person,n,United States literary critic (1905-1975),[],N
lip_reader,lip_reader.n.01,noun.person,n,someone who can understand spoken words by watching the movements of a speaker's lips,[],N
lipchitz,lipchitz.n.01,noun.person,n,United States sculptor (born in Lithuania) who pioneered cubist sculpture (1891-1973),[],N
lipmann,lipmann.n.01,noun.person,n,United States biochemist (born in Germany) noted for his studies of metabolic processes (1899-1986),[],N
lippi,lippi.n.01,noun.person,n,Italian painter and son of Fra Filippo Lippi (1457-1504),[],N
lippi,lippi.n.02,noun.person,n,Italian painter whose works show a three-dimensional style (1406-1469),[],N
lippmann,lippmann.n.01,noun.person,n,United States journalist (1889-1974),[],N
lippmann,lippmann.n.02,noun.person,n,French physicist who developed the first color photographic process (1845-1921),[],N
lipscomb,lipscomb.n.01,noun.person,n,United States chemist noted for his theories of molecular structure (born in 1919),[],N
liquidator,murderer.n.01,noun.person,n,a criminal who commits homicide (who performs the unlawful premeditated killing of another human being),[],N
liquidator,liquidator.n.02,noun.person,n,(law) a person (usually appointed by a court of law) who liquidates assets or preserves them for the benefit of affected parties,[],N
lir,lir.n.01,noun.person,n,the sea personified; father of Manannan; corresponds to Welsh Llyr,[],N
lise_meitner,meitner.n.01,noun.person,n,Swedish physicist (born in Austria) who worked in the field of radiochemistry with Otto Hahn and formulated the concept of nuclear fission with Otto Frisch (1878-1968),[],N
lisper,lisper.n.01,noun.person,n,a speaker who lisps,[],N
listener,hearer.n.01,noun.person,n,someone who listens attentively,[],N
lister,lister.n.01,noun.person,n,English surgeon who was the first to use antiseptics (1827-1912),[],N
lister,lister.n.02,noun.person,n,assessor who makes out the tax lists,[],N
liston,liston.n.01,noun.person,n,United States prizefighter who lost his world heavyweight championship to Cassius Clay in 1964 (1932-1970),[],N
liszt,liszt.n.01,noun.person,n,Hungarian composer and piano virtuoso (1811-1886),[],N
literary_agent,literary_agent.n.01,noun.person,n,an agent who represents an author in dealings with publishers,[],N
literary_critic,literary_critic.n.01,noun.person,n,a critic of literature,[],N
literary_hack,hack.n.03,noun.person,n,a mediocre and disdained writer,[],N
literary_pirate,plagiarist.n.01,noun.person,n,someone who uses another person's words or ideas as if they were his own,[],N
literate_person,literate.n.01,noun.person,n,a person who can read and write,[],N
lithographer,lithographer.n.01,noun.person,n,a printmaker who uses lithography,[],N
lithomancer,lithomancer.n.01,noun.person,n,one who practices lithomancy,[],N
litigant,litigant.n.01,noun.person,n,(law) a party to a lawsuit; someone involved in litigation,['plaintiffs and defendants are both litigants'],N
litigator,litigant.n.01,noun.person,n,(law) a party to a lawsuit; someone involved in litigation,['plaintiffs and defendants are both litigants'],N
litter-bearer,stretcher-bearer.n.01,noun.person,n,one who helps carry a stretcher,[],N
litter_lout,litterer.n.01,noun.person,n,a person who litters public places with refuse,[],N
litterateur,essayist.n.01,noun.person,n,a writer of literary works,[],N
litterbug,litterer.n.01,noun.person,n,a person who litters public places with refuse,[],N
litterer,litterer.n.01,noun.person,n,a person who litters public places with refuse,[],N
little_brother,little_brother.n.01,noun.person,n,a younger brother,['my little brother just had his 50th birthday'],N
little_corporal,napoleon.n.01,noun.person,n,French general who became emperor of the French (1769-1821),[],N
little_giant,douglas.n.01,noun.person,n,United States politician who proposed that individual territories be allowed to decide whether they would have slavery; he engaged in a famous series of debates with Abraham Lincoln (1813-1861),[],N
little_girl,female_child.n.01,noun.person,n,a youthful female person,"['the baby was a girl', 'the girls were just learning to ride a tricycle']",F
little_john,little_john.n.01,noun.person,n,legendary follower of Robin Hood; noted for his size and strength,[],N
little_leaguer,little_leaguer.n.01,noun.person,n,a player between 8 and 12 years of age who is a member of a little-league team,[],N
little_lord_fauntleroy,fauntleroy.n.01,noun.person,n,an excessively polite and well-dressed boy,[],M
little_mo_connolly,connolly.n.01,noun.person,n,"United States tennis player who was the first woman to win the United States, British, French, and Australian championships in the same year (1953) (1934-1969)",[],F
little_red_riding_hood,little_red_riding_hood.n.01,noun.person,n,a girl in a fairy tale who meets a wolf while going to visit her grandmother,[],F
little_sister,little_sister.n.01,noun.person,n,a younger sister,[],N
little_sparrow,piaf.n.01,noun.person,n,French cabaret singer (1915-1963),[],N
little_terror,terror.n.03,noun.person,n,a very troublesome child,[],N
littre,littre.n.01,noun.person,n,French lexicographer (1801-1881),[],N
liturgist,liturgist.n.01,noun.person,n,an authority on liturgies,[],N
live_wire,eager_beaver.n.01,noun.person,n,an alert and energetic person,[],N
liveborn_infant,liveborn_infant.n.01,noun.person,n,infant who shows signs of life after birth,[],N
livermore,livermore.n.01,noun.person,n,United States suffragist (1820-1905),[],N
livery_driver,taxidriver.n.01,noun.person,n,someone who drives a taxi for a living,[],N
liveryman,liveryman.n.01,noun.person,n,a worker in a livery stable,[],N
living_dead,zombi.n.03,noun.person,n,a dead body that has been brought back to life by a supernatural force,[],N
livingston,livingston.n.01,noun.person,n,American Revolutionary leader who served in the Continental Congress and as minister to France (1746-1813),[],N
livingstone,livingstone.n.01,noun.person,n,Scottish missionary and explorer who discovered the Zambezi River and Victoria Falls (1813-1873),[],N
livonian,livonian.n.01,noun.person,n,a member of the Livonian-speaking people of Latvia,[],N
livy,livy.n.01,noun.person,n,Roman historian whose history of Rome filled 142 volumes (of which only 35 survive) including the earliest history of the war with Hannibal (59 BC to AD 17),[],N
lizard,lounge_lizard.n.01,noun.person,n,a man who idles about in the lounges of hotels and bars in search of women who would support him,[],M
llew_llaw_gyffes,llew_llaw_gyffes.n.01,noun.person,n,son of Gwydion and Arianrhod; supported by magic of Gwydion; cursed by Arianrhod,[],N
llewelyn_powys,powys.n.01,noun.person,n,British writer of essays; one of three literary brothers (1884-1939),[],N
lloyd,lloyd.n.01,noun.person,n,United States comic actor in silent films; he used physical danger as a source of comedy (1893-1971),[],N
lloyd_webber,lloyd_webber.n.01,noun.person,n,English composer of many successful musicals (some in collaboration with Sir Tim Rice) (born in 1948),[],N
llud,llud.n.01,noun.person,n,a Celtic warrior god,[],N
llyr,llyr.n.01,noun.person,n,Celtic deity who was the father of Manawydan; corresponds to Irish Lir,[],N
loader,stevedore.n.01,noun.person,n,a laborer who loads and unloads vessels in a port,[],N
loader,loader.n.02,noun.person,n,an attendant who loads guns for someone shooting game,[],N
loafer,idler.n.01,noun.person,n,person who does no work,['a lazy bum'],N
loan_shark,usurer.n.01,noun.person,n,someone who lends money at excessive rates of interest,[],N
loaner,lender.n.01,noun.person,n,someone who lends money or gives credit in business matters,[],N
loather,abominator.n.01,noun.person,n,one who hates or loathes,[],N
lobachevsky,lobachevsky.n.01,noun.person,n,Russian mathematician who independently discovered non-Euclidean geometry (1792-1856),[],N
lobbyist,lobbyist.n.01,noun.person,n,someone who is employed to persuade legislators to vote for legislation that favors the lobbyist's employer,[],N
lobsterback,redcoat.n.01,noun.person,n,British soldier; so-called because of his red coat (especially during the American Revolution),[],N
lobsterman,lobsterman.n.01,noun.person,n,a person whose occupation is catching lobsters,[],N
locater,locator.n.01,noun.person,n,a person who fixes the boundaries of land claims,[],N
locator,locator.n.01,noun.person,n,a person who fixes the boundaries of land claims,[],N
loch_ness_monster,loch_ness_monster.n.01,noun.person,n,a large aquatic animal supposed to resemble a serpent or plesiosaur of Loch Ness in Scotland,[],N
locke,locke.n.01,noun.person,n,English empiricist philosopher who believed that all knowledge is derived from sensory experience (1632-1704),[],N
lockkeeper,lockmaster.n.01,noun.person,n,a worker in charge of a lock (on a canal),[],N
lockman,lockmaster.n.01,noun.person,n,a worker in charge of a lock (on a canal),[],N
lockmaster,lockmaster.n.01,noun.person,n,a worker in charge of a lock (on a canal),[],N
locksmith,locksmith.n.01,noun.person,n,someone who makes or repairs locks,[],N
locomotive_engineer,engineer.n.02,noun.person,n,the operator of a railway locomotive,[],N
locum,locum_tenens.n.01,noun.person,n,someone (physician or clergyman) who substitutes temporarily for another member of the same profession,[],N
locum_tenens,locum_tenens.n.01,noun.person,n,someone (physician or clergyman) who substitutes temporarily for another member of the same profession,[],N
lodge,lodge.n.01,noun.person,n,English physicist who studied electromagnetic radiation and was a pioneer of radiotelegraphy (1851-1940),[],N
lodger,lodger.n.01,noun.person,n,a tenant in someone's house,[],N
loeb,loeb.n.01,noun.person,n,United States physiologist (born in Germany) who did research on parthenogenesis (1859-1924),[],N
loewe,loewe.n.01,noun.person,n,United States composer (born in Austria) who collaborated with Lerner on several musicals (1901-1987),[],N
loewi,loewi.n.01,noun.person,n,United States pharmacologist (born in Germany) who was the first to show that acetylcholine is produced at the junction between a parasympathetic nerve and a muscle (1873-1961),[],N
logger,lumberman.n.01,noun.person,n,a person who fells trees,[],N
loggerhead,dunce.n.01,noun.person,n,a stupid person; these words are used to express a low opinion of someone's intelligence,[],N
logical_positivist,logical_positivist.n.01,noun.person,n,someone who maintains that any statement that cannot be verified empirically is meaningless,[],N
logician,logician.n.01,noun.person,n,a person skilled at symbolic logic,[],N
logistician,logician.n.01,noun.person,n,a person skilled at symbolic logic,[],N
logomach,logomach.n.01,noun.person,n,someone given to disputes over words,[],N
logomachist,logomach.n.01,noun.person,n,someone given to disputes over words,[],N
logos,son.n.02,noun.person,n,the divine word of God; the second person in the Trinity (incarnate in Jesus),[],N
lohan,arhat.n.01,noun.person,n,a Buddhist who has attained nirvana,[],N
loiterer,loiterer.n.01,noun.person,n,someone who lingers aimlessly in or about a place,[],N
loki,loki.n.01,noun.person,n,(Norse mythology) trickster; god of discord and mischief; contrived death of Balder and was overcome by Thor,[],N
lola_montez,montez.n.01,noun.person,n,Irish dancer (1818-1861),[],N
lolita,lolita.n.01,noun.person,n,a sexually precocious young girl,[],F
lollipop_lady,lollipop_lady.n.01,noun.person,n,a woman hired to help children cross a road safely near a school,[],F
lollipop_woman,lollipop_lady.n.01,noun.person,n,a woman hired to help children cross a road safely near a school,[],F
lombard,lombard.n.01,noun.person,n,a member of a Germanic people who invaded northern Italy in the 6th century,[],N
london,london.n.02,noun.person,n,United States writer of novels based on experiences in the Klondike gold rush (1876-1916),[],N
londoner,londoner.n.01,noun.person,n,a native or resident of London,[],N
lone_hand,loner.n.01,noun.person,n,a person who avoids the company or assistance of others,[],N
lone_wolf,loner.n.01,noun.person,n,a person who avoids the company or assistance of others,[],N
loner,loner.n.01,noun.person,n,a person who avoids the company or assistance of others,[],N
long-distance_runner,marathoner.n.01,noun.person,n,someone who participates in long-distance races (especially in marathons),[],N
long_shot,long_shot.n.02,noun.person,n,a contestant that is unlikely to win,[],N
longbowman,longbowman.n.01,noun.person,n,a medieval English archer who used a longbow,[],N
longfellow,longfellow.n.01,noun.person,n,United States poet remembered for his long narrative poems (1807-1882),[],N
longshoreman,stevedore.n.01,noun.person,n,a laborer who loads and unloads vessels in a port,[],N
looker,spectator.n.01,noun.person,n,a close observer; someone who looks at something (such as an exhibition of some kind),"['the spectators applauded the performance', 'television viewers', 'sky watchers discovered a new star']",N
looker,smasher.n.02,noun.person,n,a very attractive or seductive looking woman,[],F
looker-on,onlooker.n.01,noun.person,n,someone who looks on,[],N
lookout,lookout.n.01,noun.person,n,a person employed to keep watch for some anticipated event,[],N
lookout_man,lookout.n.01,noun.person,n,a person employed to keep watch for some anticipated event,[],N
loon,loon.n.01,noun.person,n,a worthless lazy fellow,[],N
loon,addle-head.n.01,noun.person,n,a person with confused ideas; incapable of serious thought,[],N
looney,crazy.n.01,noun.person,n,someone deranged and possibly dangerous,[],N
loos,loos.n.01,noun.person,n,Austrian architect (1870-1933),[],N
loose_cannon,loose_cannon.n.01,noun.person,n,a person who is expected to perform a particular task but who is out of control and dangerous,[],N
loose_woman,adulteress.n.01,noun.person,n,a woman adulterer,[],F
looter,plunderer.n.01,noun.person,n,someone who takes spoils or plunder (as in war),[],N
lope_de_vega,vega.n.01,noun.person,n,prolific Spanish playwright (1562-1635),[],N
lope_felix_de_vega_carpio,vega.n.01,noun.person,n,prolific Spanish playwright (1562-1635),[],N
lorado_taft,taft.n.01,noun.person,n,United States sculptor (1860-1936),[],N
